,content,label
48,"Điều 52. Chuyển nhượng phần vốn góp. 1. Trừ trường hợp quy định tại khoản 4 Điều 1. Trừ trường hợp quy định tại khoản 4 Điều 51, khoản 6 và khoản 7 Điều 53 của Luật này, thành viên công ty trách nhiệm hữu hạn hai thành viên trở lên có quyền chuyển nhượng một phần hoặc toàn bộ phần vốn góp của mình cho người khác theo quy định sau đây: a) Chào bán phần vốn góp đó cho các thành viên còn lại theo tỷ lệ tương ứng với phần vốn góp của họ trong công ty với cùng điều kiện chào bán; b) Chuyển nhượng với cùng điều kiện chào bán đối với các thành viên còn lại quy định tại điểm a khoản này cho người không phải là thành viên nếu các thành viên còn lại của công ty không mua hoặc không mua hết trong thời hạn 30 ngày kể từ ngày chào bán. 2. Thành viên chuyển nhượng vẫn có các quyền và nghĩa vụ đối với công ty tương ứng với phần vốn góp có liên quan cho đến khi thông tin về người mua quy định tại các điểm b, c và đ khoản 2 Điều 48 của Luật này được ghi đầy đủ vào sổ đăng ký thành viên. 3. Trường hợp chuyển nhượng hoặc thay đổi phần vốn góp của các thành viên dẫn đến chỉ còn một thành viên công ty thì công ty phải tổ chức quản lý theo loại hình công ty trách nhiệm hữu hạn một thành viên và thực hiện đăng ký thay đổi nội dung đăng ký doanh nghiệp trong thời hạn 15 ngày kể từ ngày hoàn thành việc chuyển nhượng.51, khoản 6 và khoản 7 . ",LUẬT DOANH NGHIỆP
49,"Điều 53. Xử lý phần vốn góp trong một số trường hợp đặc biệt 1. Trường hợp thành viên công ty là cá nhân chết thì người thừa kế theo di chúc hoặc theo pháp luật của thành viên đó là thành viên công ty. 2. Trường hợp thành viên là cá nhân bị Tòa án tuyên bố mất tích thì quyền và nghĩa vụ của thành viên được thực hiện thông qua người quản lý tài sản của thành viên đó theo quy định của pháp luật về dân sự. 3. Trường hợp thành viên bị hạn chế hoặc mất năng lực hành vi dân sự, có khó khăn trong nhận thức, làm chủ hành vi thì quyền và nghĩa vụ của thành viên đó trong công ty được thực hiện thông qua người đại diện. 4. Phần vốn góp của thành viên được công ty mua lại hoặc chuyển nhượng theo quy định tại Điều 51 và Điều 52 của Luật này trong các trường hợp sau đây: a) Người thừa kế không muốn trở thành thành viên; b) Người được tặng cho theo quy định tại khoản 6 Điều này không được Hội đồng thành viên chấp thuận làm thành viên; c) Thành viên công ty là tổ chức giải thể hoặc phá sản. 5. Trường hợp phần vốn góp của thành viên công ty là cá nhân chết mà không có người thừa kế, người thừa kế từ chối nhận thừa kế hoặc bị truất quyền thừa kế thì phần vốn góp đó được giải quyết theo quy định của pháp luật về dân sự. 6. Trường hợp thành viên tặng cho một phần hoặc toàn bộ phần vốn góp của mình tại công ty cho người khác thì người được tặng cho trở thành thành viên công ty theo quy định sau đây: a) Người được tặng cho thuộc đối tượng thừa kế theo pháp luật theo quy định của Bộ luật Dân sự thì người này đương nhiên là thành viên công ty; b) Người được tặng cho không thuộc đối tượng quy định tại điểm a khoản này thì người này chỉ trở thành thành viên công ty khi được Hội đồng thành viên chấp thuận. 7. Trường hợp thành viên sử dụng phần vốn góp để trả nợ thì người nhận thanh toán có quyền sử dụng phần vốn góp đó theo một trong hai hình thức sau đây: a) Trở thành thành viên công ty nếu được Hội đồng thành viên chấp thuận; b) Chào bán và chuyển nhượng phần vốn góp đó theo quy định tại Điều 52 của Luật này. 8. Trường hợp thành viên công ty là cá nhân bị tạm giam, đang chấp hành hình phạt tù, đang chấp hành biện pháp xử lý hành chính tại cơ sở cai nghiện bắt buộc, cơ sở giáo dục bắt buộc thì thành viên đó ủy quyền cho người khác thực hiện một số hoặc tất cả quyền và nghĩa vụ của mình tại công ty. 9. Trường hợp thành viên công ty là cá nhân bị Tòa án cấm hành nghề, làm công việc nhất định hoặc thành viên công ty là pháp nhân thương mại bị Tòa án cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định thuộc phạm vi ngành, nghề kinh doanh của công ty thì thành viên đó không được hành nghề, làm công việc đã bị cấm tại công ty đó hoặc công ty tạm ngừng, chấm dứt kinh doanh ngành, nghề có liên quan theo quyết định của Tòa án.",LUẬT DOANH NGHIỆP
50,"Điều 54. Cơ cấu tổ chức quản lý công ty 1. Công ty trách nhiệm hữu hạn hai thành viên trở lên có Hội đồng thành viên, Chủ tịch Hội đồng thành viên, Giám đốc hoặc Tổng giám đốc. 2. Công ty trách nhiệm hữu hạn hai thành viên trở lên là doanh nghiệp nhà nước theo quy định tại điểm b khoản 1 Điều 88 của Luật này và công ty con của doanh nghiệp nhà nước theo quy định tại khoản 1 Điều 88 của Luật này phải thành lập Ban kiểm soát; các trường hợp khác do công ty quyết định. 3. Công ty phải có ít nhất một người đại diện theo pháp luật là người giữ một trong các chức danh là Chủ tịch Hội đồng thành viên hoặc Giám đốc hoặc Tổng giám đốc. Trường hợp Điều lệ công ty không quy định thì Chủ tịch Hội đồng thành viên là người đại diện theo pháp luật của công ty.",LUẬT DOANH NGHIỆP
51,"Điều 55. Hội đồng thành viên 1. Hội đồng thành viên là cơ quan quyết định cao nhất của công ty, bao gồm tất cả thành viên công ty là cá nhân và người đại diện theo ủy quyền của thành viên công ty là tổ chức. Điều lệ công ty quy định kỳ họp Hội đồng thành viên, nhưng ít nhất mỗi năm phải họp một lần. 2. Hội đồng thành viên có quyền và nghĩa vụ sau đây: a) Quyết định chiến lược phát triển và kế hoạch kinh doanh hằng năm của công ty; b) Quyết định tăng hoặc giảm vốn điều lệ, quyết định thời điểm và phương thức huy động thêm vốn; quyết định phát hành trái phiếu; c) Quyết định dự án đầu tư phát triển của công ty; giải pháp phát triển thị trường, tiếp thị và chuyển giao công nghệ; d) Thông qua hợp đồng vay, cho vay, bán tài sản và hợp đồng khác do Điều lệ công ty quy định có giá trị từ 50% tổng giá trị tài sản trở lên được ghi trong báo cáo tài chính tại thời điểm công bố gần nhất của công ty hoặc một tỷ lệ hoặc giá trị khác nhỏ hơn quy định tại Điều lệ công ty; đ) Bầu, miễn nhiệm, bãi nhiệm Chủ tịch Hội đồng thành viên; quyết định bổ nhiệm, miễn nhiệm, bãi nhiệm, ký và chấm dứt hợp đồng đối với Giám đốc hoặc Tổng giám đốc, Kế toán trưởng, Kiểm soát viên và người quản lý khác quy định tại Điều lệ công ty; e) Quyết định mức lương, thù lao, thưởng và lợi ích khác đối với Chủ tịch Hội đồng thành viên, Giám đốc hoặc Tổng giám đốc, Kế toán trưởng và người quản lý khác quy định tại Điều lệ công ty; g) Thông qua báo cáo tài chính hằng năm, phương án sử dụng và phân chia lợi nhuận hoặc phương án xử lý lỗ của công ty; h) Quyết định cơ cấu tổ chức quản lý công ty; i) Quyết định thành lập công ty con, chi nhánh, văn phòng đại diện; k) Sửa đổi, bổ sung Điều lệ công ty; l) Quyết định tổ chức lại công ty; m) Quyết định giải thể hoặc yêu cầu phá sản công ty; n) Quyền và nghĩa vụ khác theo quy định của Luật này và Điều lệ công ty.",LUẬT DOANH NGHIỆP
52,"Điều 56. Chủ tịch Hội đồng thành viê 1. Hội đồng thành viên bầu một thành viên làm Chủ tịch. Chủ tịch Hội đồng thành viên có thể kiêm Giám đốc hoặc Tổng giám đốc công ty. 2. Chủ tịch Hội đồng thành viên có quyền và nghĩa vụ sau đây: a) Chuẩn bị chương trình, kế hoạch hoạt động của Hội đồng thành viên; b) Chuẩn bị chương trình, nội dung, tài liệu họp Hội đồng thành viên hoặc để lấy ý kiến các thành viên; c) Triệu tập, chủ trì và làm chủ tọa cuộc họp Hội đồng thành viên hoặc tổ chức việc lấy ý kiến các thành viên; d) Giám sát hoặc tổ chức giám sát việc thực hiện nghị quyết, quyết định của Hội đồng thành viên; đ) Thay mặt Hội đồng thành viên ký nghị quyết, quyết định của Hội đồng thành viên; e) Quyền và nghĩa vụ khác theo quy định của Luật này và Điều lệ công ty. 3. Nhiệm kỳ của Chủ tịch Hội đồng thành viên do Điều lệ công ty quy định nhưng không quá 05 năm và có thể được bầu lại với số nhiệm kỳ không hạn chế. 4. Trường hợp Chủ tịch Hội đồng thành viên vắng mặt hoặc không thể thực hiện các quyền và nghĩa vụ của mình thì phải ủy quyền bằng văn bản cho một thành viên thực hiện các quyền và nghĩa vụ của Chủ tịch Hội đồng thành viên theo nguyên tắc quy định tại Điều lệ công ty. Trường hợp không có thành viên được ủy quyền hoặc Chủ tịch Hội đồng thành viên chết, mất tích, bị tạm giam, đang chấp hành hình phạt tù, đang chấp hành biện pháp xử lý hành chính tại cơ sở cai nghiện bắt buộc, cơ sở giáo dục bắt buộc, trốn khỏi nơi cư trú, bị hạn chế hoặc mất năng lực hành vi dân sự, có khó khăn trong nhận thức, làm chủ hành vi, bị Tòa án cấm đảm nhiệm chức vụ, cấm hành nghề hoặc làm công việc nhất định thì một trong số các thành viên Hội đồng thành viên triệu tập họp các thành viên còn lại bầu một người trong số các thành viên tạm thời làm Chủ tịch Hội đồng thành viên theo nguyên tắc đa số thành viên còn lại tán thành cho đến khi có quyết định mới của Hội đồng thành viên.",LUẬT DOANH NGHIỆP
53,"Điều 57. Triệu tập họp Hội đồng thành viên 1. Hội đồng thành viên được triệu tập họp theo yêu cầu của Chủ tịch Hội đồng thành viên hoặc theo yêu cầu của thành viên hoặc nhóm thành viên quy định tại khoản 2 và khoản 3 Điều 49 của Luật này. Trường hợp Chủ tịch Hội đồng thành viên không triệu tập họp Hội đồng thành viên theo yêu cầu của thành viên, nhóm thành viên trong thời hạn 15 ngày kể từ ngày nhận được yêu cầu thì thành viên, nhóm thành viên đó triệu tập họp Hội đồng thành viên. Chi phí hợp lý cho việc triệu tập và tiến hành họp Hội đồng thành viên sẽ được công ty hoàn lại. 2. Chủ tịch Hội đồng thành viên hoặc người triệu tập họp chuẩn bị chương trình, nội dung tài liệu họp, triệu tập, chủ trì và làm chủ tọa cuộc họp Hội đồng thành viên. Thành viên có quyền kiến nghị bổ sung nội dung chương trình họp bằng văn bản. Kiến nghị phải bao gồm các nội dung chủ yếu sau đây: a) Họ, tên, địa chỉ liên lạc, quốc tịch, số giấy tờ pháp lý của cá nhân đối với thành viên là cá nhân; tên, mã số doanh nghiệp hoặc số giấy tờ pháp lý của tổ chức, địa chỉ trụ sở chính đối với thành viên là tổ chức; họ, tên, chữ ký của thành viên kiến nghị hoặc người đại diện theo ủy quyền của họ; b) Tỷ lệ phần vốn góp, số và ngày cấp giấy chứng nhận phần vốn góp; c) Nội dung kiến nghị đưa vào chương trình họp; d) Lý do kiến nghị. 3. Chủ tịch Hội đồng thành viên hoặc người triệu tập họp phải chấp thuận kiến nghị và bổ sung chương trình họp Hội đồng thành viên nếu kiến nghị có đủ nội dung theo quy định tại khoản 2 Điều này và được gửi đến trụ sở chính của công ty chậm nhất là 01 ngày làm việc trước ngày họp Hội đồng thành viên; trường hợp kiến nghị được trình ngay trước khi bắt đầu họp thì kiến nghị được chấp thuận nếu đa số các thành viên dự họp tán thành. 4. Thông báo mời họp Hội đồng thành viên có thể gửi bằng giấy mời, điện thoại, fax, phương tiện điện tử hoặc phương thức khác do Điều lệ công ty quy định và được gửi trực tiếp đến từng thành viên Hội đồng thành viên. Nội dung thông báo mời họp phải xác định rõ thời gian, địa điểm và chương trình họp. 5. Chương trình và tài liệu họp phải được gửi cho thành viên công ty trước khi họp. Tài liệu sử dụng trong cuộc họp liên quan đến quyết định về sửa đổi, bổ sung Điều lệ công ty, thông qua chiến lược phát triển công ty, thông qua báo cáo tài chính hằng năm, tổ chức lại hoặc giải thể công ty phải được gửi đến các thành viên chậm nhất là 07 ngày làm việc trước ngày họp. Thời hạn gửi các tài liệu khác do Điều lệ công ty quy định. 6. Trường hợp Điều lệ công ty không quy định thì yêu cầu triệu tập họp Hội đồng thành viên theo quy định tại khoản 1 Điều này phải bằng văn bản và bao gồm các nội dung chủ yếu sau đây: a) Họ, tên, địa chỉ liên lạc, quốc tịch, số giấy tờ pháp lý của cá nhân đối với thành viên là cá nhân; tên, mã số doanh nghiệp hoặc số giấy tờ pháp lý của tổ chức, địa chỉ trụ sở chính đối với thành viên là tổ chức; tỷ lệ phần vốn góp, số và ngày cấp giấy chứng nhận phần vốn góp của từng thành viên yêu cầu; b) Lý do yêu cầu triệu tập họp Hội đồng thành viên và vấn đề cần giải quyết; c) Dự kiến chương trình họp; d) Họ, tên, chữ ký của từng thành viên yêu cầu hoặc người đại diện theo ủy quyền của họ. 7. Trường hợp yêu cầu triệu tập họp Hội đồng thành viên không có đủ nội dung theo quy định tại khoản 6 Điều này thì Chủ tịch Hội đồng thành viên phải thông báo bằng văn bản về việc không triệu tập họp Hội đồng thành viên cho thành viên, nhóm thành viên có liên quan biết trong thời hạn 07 ngày làm việc kể từ ngày nhận được yêu cầu. Trong các trường hợp khác, Chủ tịch Hội đồng thành viên phải triệu tập họp Hội đồng thành viên trong thời hạn 15 ngày kể từ ngày nhận được yêu cầu. 8. Trường hợp Chủ tịch Hội đồng thành viên không triệu tập họp Hội đồng thành viên theo quy định tại khoản 7 Điều này thì phải chịu trách nhiệm cá nhân về thiệt hại xảy ra đối với công ty và thành viên công ty có liên quan.",LUẬT DOANH NGHIỆP
54,"Điều 58. Điều kiện và thể thức tiến hành họp Hội đồng thành viên: 1. Cuộc họp Hội đồng thành viên được tiến hành khi có số thành viên dự họp sở hữu từ 65% vốn điều lệ trở lên; tỷ lệ cụ thể do Điều lệ công ty quy định. 2. Trường hợp cuộc họp Hội đồng thành viên lần thứ nhất không đủ điều kiện tiến hành theo quy định tại khoản 1 Điều này và Điều lệ công ty không có quy định khác thì việc triệu tập họp Hội đồng thành viên được thực hiện như sau: a) Thông báo mời họp lần thứ hai phải được gửi trong thời hạn 15 ngày kể từ ngày dự định họp lần thứ nhất. Cuộc họp Hội đồng thành viên lần thứ hai được tiến hành khi có số thành viên dự họp sở hữu từ 50% vốn điều lệ trở lên; b) Trường hợp cuộc họp Hội đồng thành viên lần thứ hai không đủ điều kiện tiến hành theo quy định tại điểm a khoản này, thông báo mời họp lần thứ ba phải được gửi trong thời hạn 10 ngày kể từ ngày dự định họp lần thứ hai. Cuộc họp Hội đồng thành viên lần thứ ba được tiến hành không phụ thuộc số thành viên dự họp và số vốn điều lệ được đại diện bởi số thành viên dự họp. 3. Thành viên, người đại diện theo ủy quyền của thành viên phải tham dự và biểu quyết tại cuộc họp Hội đồng thành viên. Thể thức tiến hành họp Hội đồng thành viên, hình thức biểu quyết do Điều lệ công ty quy định. 4. Trường hợp cuộc họp đủ điều kiện quy định tại Điều này không hoàn thành chương trình họp trong thời hạn dự kiến thì có thể kéo dài nhưng không được quá 30 ngày kể từ ngày khai mạc cuộc họp đó",LUẬT DOANH NGHIỆP
55,"Điều 59. Nghị quyết, quyết định của Hội đồng thành viên: 1. Hội đồng thành viên thông qua nghị quyết, quyết định thuộc thẩm quyền bằng biểu quyết tại cuộc họp, lấy ý kiến bằng văn bản hoặc hình thức khác do Điều lệ công ty quy định. 2. Trường hợp Điều lệ công ty không có quy định khác thì nghị quyết, quyết định về các vấn đề sau đây phải được thông qua bằng biểu quyết tại cuộc họp Hội đồng thành viên: a) Sửa đổi, bổ sung nội dung Điều lệ công ty; b) Quyết định phương hướng phát triển công ty; c) Bầu, miễn nhiệm, bãi nhiệm Chủ tịch Hội đồng thành viên; bổ nhiệm, miễn nhiệm, bãi nhiệm Giám đốc hoặc Tổng giám đốc; d) Thông qua báo cáo tài chính hằng năm; đ) Tổ chức lại, giải thể công ty. 3. Trường hợp Điều lệ công ty không có quy định một tỷ lệ khác, nghị quyết, quyết định của Hội đồng thành viên được thông qua tại cuộc họp trong trường hợp sau đây: a) Được các thành viên dự họp sở hữu từ 65% tổng số vốn góp của tất cả thành viên dự họp trở lên tán thành, trừ trường hợp quy định tại điểm b khoản này; b) Được các thành viên dự họp sở hữu từ 75% tổng số vốn góp của tất cả thành viên dự họp trở lên tán thành đối với nghị quyết, quyết định bán tài sản có giá trị từ 50% tổng giá trị tài sản trở lên được ghi trong báo cáo tài chính gần nhất của công ty hoặc một tỷ lệ hoặc giá trị khác nhỏ hơn quy định tại Điều lệ công ty; sửa đổi, bổ sung Điều lệ công ty; tổ chức lại, giải thể công ty. 4. Thành viên được coi là tham dự và biểu quyết tại cuộc họp Hội đồng thành viên trong trường hợp sau đây: a) Tham dự và biểu quyết trực tiếp tại cuộc họp; b) Ủy quyền cho người khác tham dự và biểu quyết tại cuộc họp; c) Tham dự và biểu quyết thông qua cuộc họp trực tuyến, bỏ phiếu điện tử hoặc hình thức điện tử khác; d) Gửi phiếu biểu quyết đến cuộc họp thông qua thư, fax, thư điện tử. 5. Nghị quyết, quyết định của Hội đồng thành viên được thông qua dưới hình thức lấy ý kiến bằng văn bản khi được số thành viên sở hữu từ 65% vốn điều lệ trở lên tán thành; tỷ lệ cụ thể do Điều lệ công ty quy định.",LUẬT DOANH NGHIỆP
56,"Điều 60. Biên bản họp Hội đồng thành viên: 1. Cuộc họp Hội đồng thành viên phải được ghi biên bản và có thể ghi âm hoặc ghi và lưu giữ dưới hình thức điện tử khác. 2. Biên bản họp Hội đồng thành viên phải thông qua ngay trước khi kết thúc cuộc họp. Biên bản phải bao gồm các nội dung chủ yếu sau đây: a) Thời gian và địa điểm họp; mục đích, chương trình họp; b) Họ, tên, tỷ lệ phần vốn góp, số và ngày cấp giấy chứng nhận phần vốn góp của thành viên, người đại diện theo ủy quyền dự họp; họ, tên, tỷ lệ phần vốn góp, số và ngày cấp giấy chứng nhận phần vốn góp của thành viên, người đại diện theo ủy quyền của thành viên không dự họp; c) Vấn đề được thảo luận và biểu quyết; tóm tắt ý kiến phát biểu của thành viên về từng vấn đề thảo luận; d) Tổng số phiếu biểu quyết hợp lệ, không hợp lệ; tán thành, không tán thành, không có ý kiến đối với từng vấn đề biểu quyết; đ) Các quyết định được thông qua và tỷ lệ phiếu biểu quyết tương ứng; e) Họ, tên, chữ ký và nội dung ý kiến của người dự họp không đồng ý thông qua biên bản họp (nếu có); g) Họ, tên, chữ ký của người ghi biên bản và chủ tọa cuộc họp, trừ trường hợp quy định tại khoản 3 Điều này. 3. Trường hợp chủ tọa, người ghi biên bản từ chối ký biên bản họp thì biên bản này có hiệu lực nếu được tất cả thành viên khác của Hội đồng thành viên tham dự họp ký và có đầy đủ nội dung theo quy định tại các điểm a, b, c, d, đ và e khoản 2 Điều này. Biên bản họp ghi rõ việc chủ tọa, người ghi biên bản từ chối ký biên bản họp. Người ký biên bản họp chịu trách nhiệm liên đới về tính chính xác và trung thực của nội dung biên bản họp Hội đồng thành viên.",LUẬT DOANH NGHIỆP
57,"Điều 61. Thủ tục thông qua nghị quyết, quyết định của Hội đồng thành viên theo hình thức lấy ý kiến bằng văn bản: Trường hợp Điều lệ công ty không có quy định khác thì thẩm quyền và thể thức lấy ý kiến thành viên bằng văn bản để thông qua nghị quyết, quyết định được thực hiện theo quy định sau đây: 1. Chủ tịch Hội đồng thành viên quyết định việc lấy ý kiến thành viên Hội đồng thành viên bằng văn bản để thông qua nghị quyết, quyết định các vấn đề thuộc thẩm quyền; 2. Chủ tịch Hội đồng thành viên có trách nhiệm tổ chức việc soạn thảo, gửi các báo cáo, tờ trình về nội dung cần quyết định, dự thảo nghị quyết, quyết định và phiếu lấy ý kiến đến các thành viên Hội đồng thành viên; 3. Phiếu lấy ý kiến phải bao gồm các nội dung chủ yếu sau đây: a) Tên, mã số doanh nghiệp, địa chỉ trụ sở chính; b) Họ, tên, địa chỉ liên lạc, quốc tịch, số giấy tờ pháp lý của cá nhân, tỷ lệ phần vốn góp của thành viên Hội đồng thành viên; c) Vấn đề cần lấy ý kiến và ý kiến trả lời tương ứng theo thứ tự tán thành, không tán thành và không có ý kiến; d) Thời hạn cuối cùng phải gửi phiếu lấy ý kiến về công ty; đ) Họ, tên, chữ ký của Chủ tịch Hội đồng thành viên; 4. Phiếu lấy ý kiến có nội dung đầy đủ, có chữ ký của thành viên Hội đồng thành viên và được gửi về công ty trong thời hạn quy định được coi là hợp lệ. Chủ tịch Hội đồng thành viên tổ chức việc kiểm phiếu, lập báo cáo và thông báo kết quả kiểm phiếu, nghị quyết, quyết định được thông qua đến các thành viên trong thời hạn 07 ngày làm việc kể từ ngày kết thúc thời hạn mà thành viên phải gửi ý kiến về công ty. Báo cáo kết quả kiểm phiếu có giá trị tương đương biên bản họp Hội đồng thành viên và phải bao gồm các nội dung chủ yếu sau đây: a) Mục đích, nội dung lấy ý kiến; b) Họ, tên, tỷ lệ phần vốn góp, số và ngày cấp giấy chứng nhận phần vốn góp của thành viên đã gửi lại phiếu lấy ý kiến hợp lệ; họ, tên, tỷ lệ phần vốn góp, số và ngày cấp giấy chứng nhận phần vốn góp của thành viên mà công ty không nhận lại được phiếu lấy ý kiến hoặc gửi lại phiếu lấy ý kiến nhưng không hợp lệ; c) Vấn đề được lấy ý kiến và biểu quyết; tóm tắt ý kiến của thành viên về từng vấn đề lấy ý kiến (nếu có); d) Tổng số phiếu lấy ý kiến hợp lệ, không hợp lệ, không nhận được; tổng số phiếu lấy ý kiến hợp lệ tán thành, không tán thành, không có ý kiến đối với từng vấn đề biểu quyết; đ) Nghị quyết, quyết định được thông qua và tỷ lệ phiếu biểu quyết tương ứng; e) Họ, tên, chữ ký của người kiểm phiếu và Chủ tịch Hội đồng thành viên. Người kiểm phiếu và Chủ tịch Hội đồng thành viên chịu trách nhiệm liên đới về tính đầy đủ, chính xác, trung thực của nội dung báo cáo kết quả kiểm phiếu.",LUẬT DOANH NGHIỆP
58,"Điều 62. Hiệu lực nghị quyết, quyết định của Hội đồng thành viên: 1. Trường hợp Điều lệ công ty không có quy định khác, nghị quyết, quyết định của Hội đồng thành viên có hiệu lực thi hành kể từ ngày được thông qua hoặc từ ngày có hiệu lực được ghi tại nghị quyết, quyết định đó. 2. Nghị quyết, quyết định của Hội đồng thành viên được thông qua bằng 100% tổng số vốn điều lệ là hợp pháp và có hiệu lực ngay cả trong trường hợp trình tự và thủ tục thông qua nghị quyết, quyết định đó không được thực hiện đúng quy định. 3. Trường hợp thành viên, nhóm thành viên yêu cầu Tòa án hoặc Trọng tài hủy bỏ nghị quyết, quyết định đã được thông qua thì nghị quyết, quyết định đó vẫn có hiệu lực thi hành theo quy định tại khoản 1 Điều này cho đến khi có quyết định hủy bỏ của Tòa án hoặc Trọng tài có hiệu lực pháp luật, trừ trường hợp áp dụng biện pháp khẩn cấp tạm thời theo quyết định của cơ quan có thẩm quyền.",LUẬT DOANH NGHIỆP
59,"Điều 63. Giám đốc, Tổng giám đốc: 1. Giám đốc hoặc Tổng giám đốc là người điều hành hoạt động kinh doanh hằng ngày của công ty, chịu trách nhiệm trước Hội đồng thành viên về việc thực hiện quyền và nghĩa vụ của mình. 2. Giám đốc hoặc Tổng giám đốc có quyền và nghĩa vụ sau đây: a) Tổ chức thực hiện nghị quyết, quyết định của Hội đồng thành viên; b) Quyết định các vấn đề liên quan đến hoạt động kinh doanh hằng ngày của công ty; c) Tổ chức thực hiện kế hoạch kinh doanh và phương án đầu tư của công ty; d) Ban hành quy chế quản lý nội bộ của công ty, trừ trường hợp Điều lệ công ty có quy định khác; đ) Bổ nhiệm, miễn nhiệm, bãi nhiệm người quản lý trong công ty, trừ chức danh thuộc thẩm quyền của Hội đồng thành viên; e) Ký kết hợp đồng nhân danh công ty, trừ trường hợp thuộc thẩm quyền của Chủ tịch Hội đồng thành viên; g) Kiến nghị phương án cơ cấu tổ chức công ty; h) Trình báo cáo tài chính hằng năm lên Hội đồng thành viên; i) Kiến nghị phương án sử dụng và phân chia lợi nhuận hoặc xử lý lỗ trong kinh doanh; k) Tuyển dụng lao động;l) Quyền và nghĩa vụ khác được quy định tại Điều lệ công ty, nghị quyết, quyết định của Hội đồng thành viên, hợp đồng lao động.",LUẬT DOANH NGHIỆP
60,"Điều 64. Tiêu chuẩn và điều kiện làm Giám đốc, Tổng giám đốc: 1. Không thuộc đối tượng quy định tại khoản 2 Điều 17 của Luật này. 2. Có trình độ chuyên môn, kinh nghiệm trong quản trị kinh doanh của công ty và điều kiện khác do Điều lệ công ty quy định. 3. Đối với doanh nghiệp nhà nước theo quy định tại điểm b khoản 1 Điều 88 của Luật này và công ty con của doanh nghiệp nhà nước theo quy định tại khoản 1 Điều 88 của Luật này, Giám đốc hoặc Tổng giám đốc phải đáp ứng tiêu chuẩn, điều kiện quy định tại khoản 1, khoản 2 Điều này và không được là người có quan hệ gia đình của người quản lý công ty, Kiểm soát viên của công ty và của công ty mẹ; người đại diện phần vốn của doanh nghiệp, người đại diện phần vốn nhà nước tại công ty và công ty mẹ.",LUẬT DOANH NGHIỆP
61,"Điều 65. Ban kiểm soát, Kiểm soát viên: 1. Ban kiểm soát có từ 01 đến 05 Kiểm soát viên. Nhiệm kỳ Kiểm soát viên không quá 05 năm và có thể được bổ nhiệm lại với số nhiệm kỳ không hạn chế. Trường hợp Ban kiểm soát chỉ có 01 Kiểm soát viên thì Kiểm soát viên đó đồng thời là Trưởng Ban kiểm soát và phải đáp ứng tiêu chuẩn của Trưởng Ban kiểm soát. 2. Trưởng Ban kiểm soát, Kiểm soát viên phải đáp ứng các tiêu chuẩn và điều kiện tương ứng quy định tại khoản 2 Điều 168 và Điều 169 của Luật này. 3. Quyền, nghĩa vụ, trách nhiệm, việc miễn nhiệm, bãi nhiệm và chế độ làm việc của Ban kiểm soát, Kiểm soát viên được thực hiện tương ứng theo quy định tại các điều 106, 170, 171, 172, 173 và 174 của Luật này. 4. Chính phủ quy định chi tiết Điều này.",LUẬT DOANH NGHIỆP
62,"Điều 66. Tiền lương, thù lao, thưởng và lợi ích khác của Chủ tịch Hội đồng thành viên, Giám đốc, Tổng giám đốc và người quản lý khác. 1. Công ty trả tiền lương, thù lao, thưởng và lợi ích khác cho Chủ tịch Hội đồng thành viên, Giám đốc hoặc Tổng giám đốc và người quản lý khác theo kết quả và hiệu quả kinh doanh. 2. Tiền lương, thù lao, thưởng và lợi ích khác của Chủ tịch Hội đồng thành viên, Giám đốc hoặc Tổng giám đốc và người quản lý khác được tính vào chi phí kinh doanh theo quy định của pháp luật về thuế thu nhập doanh nghiệp, pháp luật có liên quan và phải được thể hiện thành mục riêng trong báo cáo tài chính hằng năm của công ty.",LUẬT DOANH NGHIỆP
